id	trait	prot_name	chromosome_name	transcription_start_site	file
SeqId_13118_5	Q9H4F8	SMOC1	14	69854131	SeqId_13118_5
SeqId_13119_26	Q9UK55	SERPINA10	14	94290648	SeqId_13119_26
SeqId_13122_19	O43155	FLRT2	14	85530144	SeqId_13122_19
SeqId_13123_3	Q9NZU0	FLRT3	20	14337608	SeqId_13123_3
SeqId_13124_20	Q6UXK2	ISLR2	15	74100311	SeqId_13124_20
SeqId_13125_45	P04004	VTN	17	28368937	SeqId_13125_45
SeqId_13126_52	Q02487	DSC2	18	31102421	SeqId_13126_52
SeqId_13129_40	P01130	LDLR	19	11089462	SeqId_13129_40
SeqId_13130_150	P52789	HK2	2	74834127	SeqId_13130_150
SeqId_13131_5	P19367	HK1	10	69269984	SeqId_13131_5
SeqId_13132_14	Q13591	SEMA5A	5	9265545	SeqId_13132_14
SeqId_13133_73	Q8N2S1	LTBP4	19	40592883	SeqId_13133_73
SeqId_13228_75	Q00987	MDM2	12	68808177	SeqId_13228_75
SeqId_13229_20	O15151	MDM4	1	204516379	SeqId_13229_20
SeqId_13230_174	P01859	IGHG2	14	105644790	SeqId_13230_174
SeqId_13231_90	P01861	IGHG4	14	105626066	SeqId_13231_90
SeqId_13236_25	P56704	WNT3A	1	228006998	SeqId_13236_25
SeqId_13240_170	Q9Y566	SHANK1	19	50663169	SeqId_13240_170
SeqId_13242_134	Q9BYB0	SHANK3	22	50674415	SeqId_13242_134
SeqId_13268_45	P41221	WNT5A	3	55470141	SeqId_13268_45
SeqId_13374_4	Q30KQ7	DEFB113	6	49969625	SeqId_13374_4
SeqId_13375_48	O43761	SYNGR3	16	1989660	SeqId_13375_48
SeqId_13377_3	Q8N8Q1	CYB561D1	1	109494052	SeqId_13377_3
SeqId_13378_80	A6NC05	C5orf63	5	127058917	SeqId_13378_80
SeqId_13381_49	P15291	B4GALT1	9	33167356	SeqId_13381_49
SeqId_13384_110	P07954	FH	1	241513676	SeqId_13384_110
SeqId_13386_248	Q969K3	RNF34	12	121400041	SeqId_13386_248
SeqId_13387_55	Q9NZC4	EHF	11	34621093	SeqId_13387_55
SeqId_13388_57	P29120	PCSK1	5	96412985	SeqId_13388_57
SeqId_13392_13	P05026	ATP1B1	1	169105697	SeqId_13392_13
SeqId_13393_46	Q9BUN8	DERL1	8	123025650	SeqId_13393_46
SeqId_13397_88	O15263	DEFB4A	8	7416863	SeqId_13397_88
SeqId_13399_33	Q8IUW5	RELL1	4	37665381	SeqId_13399_33
SeqId_13403_5	P41161	ETV5	3	186064560	SeqId_13403_5
SeqId_13405_61	P20155	SPINK2	4	56811796	SeqId_13405_61
SeqId_13411_21	Q9H4P4	RNF41	12	56208544	SeqId_13411_21
SeqId_13412_5	Q9BQY6	WFDC6	20	45539407	SeqId_13412_5
SeqId_13416_8	Q14C87	TMEM132D	12	129086000	SeqId_13416_8
SeqId_13421_17	Q9NRX6	TMEM167B	1	109090764	SeqId_13421_17
SeqId_13423_94	Q9BRX8	FAM213A	10	80407829	SeqId_13423_94
SeqId_13427_66	Q9NR34	MAN1C1	1	25617468	SeqId_13427_66
SeqId_13429_3	Q9H1F0	WFDC10A	20	45629739	SeqId_13429_3
SeqId_13430_50	Q13336	SLC14A1	18	45687025	SeqId_13430_50
SeqId_13431_74	Q6UWV7	FAM159A	1	52633168	SeqId_13431_74
SeqId_13434_172	Q9NVD7	PARVA	11	12377563	SeqId_13434_172
SeqId_13435_31	Q6UXL0	IL20RB	3	136946230	SeqId_13435_31
SeqId_13436_54	P56270	MAZ	16	29806106	SeqId_13436_54
SeqId_13438_115	Q9H2X0	CHRD	3	184380073	SeqId_13438_115
SeqId_13439_6	P0C7M6	IQCF3	3	51826883	SeqId_13439_6
SeqId_13441_30	Q155Q3	DIXDC1	11	111927144	SeqId_13441_30
SeqId_13447_42	Q5BIV9	SPRN	10	133424572	SeqId_13447_42
SeqId_13449_25	Q15427	SF3B4	1	149927591	SeqId_13449_25
SeqId_13450_49	P40818	USP8	15	50424380	SeqId_13450_49
SeqId_13451_2	Q9H6D8	FNDC4	2	27494812	SeqId_13451_2
SeqId_13452_113	P0DJ93	SMIM13	6	11093834	SeqId_13452_113
SeqId_13453_2	O75394	MRPL33	2	27771717	SeqId_13453_2
SeqId_13457_33	Q9UKW6	ELF5	11	34511799	SeqId_13457_33
SeqId_13459_30	Q9NXH8	TOR4A	9	137277726	SeqId_13459_30
SeqId_13460_4	O15335	CHAD	17	50465425	SeqId_13460_4
SeqId_13463_1	Q92626	PXDN	2	1637064	SeqId_13463_1
SeqId_13464_8	Q8N912	NRAC	14	104579684	SeqId_13464_8
SeqId_13465_5	P53805	RCAN1	21	34521583	SeqId_13465_5
SeqId_13468_5	Q96JN8	NEURL4	17	7317908	SeqId_13468_5
SeqId_13470_43	Q03431	PTH1R	3	46877721	SeqId_13470_43
SeqId_13472_35	Q9H0R4	HDHD2	18	47110856	SeqId_13472_35
SeqId_13473_55	P23677	ITPKA	15	41493393	SeqId_13473_55
SeqId_13474_40	Q9Y2Q3	GSTK1	7	143244093	SeqId_13474_40
SeqId_13475_10	Q9Y2X8	UBE2D4	7	43926436	SeqId_13475_10
SeqId_13476_16	O60870	KIN	10	7766103	SeqId_13476_16
SeqId_13477_65	Q15722	LTB4R	14	24311450	SeqId_13477_65
SeqId_13479_8	A8MVW0	FAM171A2	17	44363800	SeqId_13479_8
SeqId_13481_24	Q15560	TCEA2	20	64049836	SeqId_13481_24
SeqId_13482_14	A5YKK6	CNOT1	16	58525381	SeqId_13482_14
SeqId_13484_69	P02452	COL1A1	17	50187122	SeqId_13484_69
SeqId_13485_20	Q96K49	TMEM87B	2	112055269	SeqId_13485_20
SeqId_13487_24	Q9H1C4	UNC93B1	11	67995980	SeqId_13487_24
SeqId_13488_3	P53367	ARFIP1	4	152779937	SeqId_13488_3
SeqId_13490_1	Q9NZW5	MPP6	7	24573268	SeqId_13490_1
SeqId_13491_40	O43924	PDE6D	2	231781263	SeqId_13491_40
SeqId_13492_44	P38646	HSPA9	5	138557891	SeqId_13492_44
SeqId_13493_5	Q9ULK0	GRID1	10	85613133	SeqId_13493_5
SeqId_13494_6	Q8N5B7	CERS5	12	50133165	SeqId_13494_6
SeqId_13495_48	Q8TDS4	HCAR2	12	122703357	SeqId_13495_48
SeqId_13496_19	Q01581	HMGCS1	5	43294852	SeqId_13496_19
SeqId_13497_34	O75822	EIF3J	15	44537125	SeqId_13497_34
SeqId_13498_1	Q9UGB7	MIOX	22	50486784	SeqId_13498_1
SeqId_13501_10	Q8TBE7	SLC35G2	3	136818647	SeqId_13501_10
SeqId_13502_2	Q86WA9	SLC26A11	17	80219699	SeqId_13502_2
SeqId_13503_19	O75915	ARL6IP5	3	69084937	SeqId_13503_19
SeqId_13506_10	Q9NX74	DUS2	16	67987746	SeqId_13506_10
SeqId_13507_51	Q15628	TRADD	16	67155418	SeqId_13507_51
SeqId_13509_5	Q8TAC9	SCAMP5	15	74957219	SeqId_13509_5
SeqId_13510_7	Q93084	ATP2A3	17	3928620	SeqId_13510_7
SeqId_13511_29	Q01826	SATB1	3	18351531	SeqId_13511_29
SeqId_13512_28	O43390	HNRNPR	1	23306632	SeqId_13512_28
SeqId_13514_121	Q15286	RAB35	12	120099462	SeqId_13514_121
SeqId_13515_8	Q96P16	RPRD1A	18	35993163	SeqId_13515_8
SeqId_13516_46	Q5J8M3	EMC4	15	34225013	SeqId_13516_46
SeqId_13517_3	Q3KNS1	PTCHD3	10	27414368	SeqId_13517_3
SeqId_13518_5	O43150	ASAP2	2	9206765	SeqId_13518_5
SeqId_13519_112	Q86VW2	ARHGEF25	12	57610180	SeqId_13519_112
SeqId_13522_20	P62760	VSNL1	2	17539126	SeqId_13522_20
SeqId_13525_17	Q8TDN1	KCNG4	16	84239698	SeqId_13525_17
SeqId_13526_5	P05455	SSB	2	169791933	SeqId_13526_5
SeqId_13530_5	Q9UKP6	UTS2R	17	82374230	SeqId_13530_5
SeqId_13532_25	Q8N9A8	CNEP1R1	16	50024410	SeqId_13532_25
SeqId_13534_20	P54296	MYOM2	8	2045046	SeqId_13534_20
SeqId_13535_2	Q9Y5P4	COL4A3BP	5	75369337	SeqId_13535_2
SeqId_13536_56	Q9UNA4	POLI	18	54269404	SeqId_13536_56
SeqId_13539_131	Q92952	KCNN1	19	17951293	SeqId_13539_131
SeqId_13540_1	Q8NDV2	GPR26	10	123666355	SeqId_13540_1
SeqId_13541_1	Q8N699	MYCT1	6	152697895	SeqId_13541_1
SeqId_13544_9	Q92619	HMHA1	19	1065923	SeqId_13544_9
SeqId_13545_97	Q8N9N8	EIF1AD	11	66000482	SeqId_13545_97
SeqId_13547_5	P34969	HTR7	10	90857698	SeqId_13547_5
SeqId_13548_53	Q5VZY2	PPAPDC1A	10	120457227	SeqId_13548_53
SeqId_13549_15	Q9UKF5	ADAM29	4	174829668	SeqId_13549_15
SeqId_13552_7	Q9UH65	SWAP70	11	9664077	SeqId_13552_7
SeqId_13553_4	Q8IWE4	DCUN1D3	16	20868980	SeqId_13553_4
SeqId_13554_78	Q9BWE0	REPIN1	7	150368189	SeqId_13554_78
SeqId_13556_28	P28223	HTR2A	13	46895813	SeqId_13556_28
SeqId_13557_3	Q9NQS3	PVRL3	3	111070071	SeqId_13557_3
SeqId_13561_5	P50406	HTR6	1	19664875	SeqId_13561_5
SeqId_13563_259	Q8N6N7	ACBD7	10	15088481	SeqId_13563_259
SeqId_13565_2	Q08999	RBL2	16	53433977	SeqId_13565_2
SeqId_13566_2	Q9NP77	SSU72	1	1546487	SeqId_13566_2
SeqId_13567_1	Q16555	DPYSL2	8	26514031	SeqId_13567_1
SeqId_13568_30	P55036	PSMD4	1	151254703	SeqId_13568_30
SeqId_13570_43	Q00341	HDLBP	2	241229983	SeqId_13570_43
SeqId_13572_43	O00231	PSMD11	17	32444379	SeqId_13572_43
SeqId_13573_5	O15145	ARPC3	12	110437299	SeqId_13573_5
SeqId_13574_50	Q92730	RND1	12	48859282	SeqId_13574_50
SeqId_13575_40	O14641	DVL2	17	7227827	SeqId_13575_40
SeqId_13577_25	P26368	U2AF2	19	55654146	SeqId_13577_25
SeqId_13578_98	O94929	ABLIM3	5	149141483	SeqId_13578_98
SeqId_13580_2	Q16222	UAP1	1	162561506	SeqId_13580_2
SeqId_13583_19	O14727	APAF1	12	98645141	SeqId_13583_19
SeqId_13587_10	Q9H0H5	RACGAP1	12	49992358	SeqId_13587_10
SeqId_13588_11	O76027	ANXA9	1	150982249	SeqId_13588_11
SeqId_13589_10	O95704	APBB3	5	140562149	SeqId_13589_10
SeqId_13590_1	Q9Y3B8	REXO2	11	114439386	SeqId_13590_1
SeqId_13591_31	P49642	PRIM1	12	56743098	SeqId_13591_31
SeqId_13594_158	Q9UJY5	GGA1	22	37608725	SeqId_13594_158
SeqId_13595_20	Q9BU02	THTPA	14	23555988	SeqId_13595_20
SeqId_13596_3	O00194	RAB27B	18	54717860	SeqId_13596_3
SeqId_13597_20	Q13636	RAB31	18	9708275	SeqId_13597_20
SeqId_13599_15	Q7Z6M1	RABEPK	9	125200542	SeqId_13599_15
SeqId_13602_6	P55769	NHP2L1	22	41676323	SeqId_13602_6
SeqId_13603_7	Q8TAC1	RFESD	5	95646754	SeqId_13603_7
SeqId_13604_27	O76050	NEURL1	10	103493979	SeqId_13604_27
SeqId_13605_16	Q9UJ72	ANXA10	4	168092537	SeqId_13605_16
SeqId_13609_11	P78347	GTF2I	7	74650231	SeqId_13609_11
SeqId_13612_7	O60759	CYTIP	2	157439414	SeqId_13612_7
SeqId_13613_23	Q9Y6K8	AK5	1	77282019	SeqId_13613_23
SeqId_13614_6	Q92793	CREBBP	16	3731250	SeqId_13614_6
SeqId_13615_60	O43639	NCK2	2	105744912	SeqId_13615_60
SeqId_13618_15	Q9Y6D9	MAD1L1	7	1817085	SeqId_13618_15
SeqId_13620_10	O43681	ASNA1	19	12737139	SeqId_13620_10
SeqId_13621_31	O94973	AP2A2	11	924894	SeqId_13621_31
SeqId_13622_16	Q15172	PPP2R5A	1	212285410	SeqId_13622_16
SeqId_13623_4	O14686	MLL2	12	49024624	SeqId_13623_4
SeqId_13624_17	O95544	NADK	1	1754383	SeqId_13624_17
SeqId_13625_19	P05455	SSB	2	169791933	SeqId_13625_19
SeqId_13628_58	Q14449	GRB14	2	164497052	SeqId_13628_58
SeqId_13629_25	Q9Y4P1	ATG4B	2	241637213	SeqId_13629_25
SeqId_13631_1	Q15291	RBBP5	1	205121966	SeqId_13631_1
SeqId_13632_10	Q15942	ZYX	7	143381295	SeqId_13632_10
SeqId_13636_20	P55209	NAP1L1	12	76049721	SeqId_13636_20
SeqId_13639_101	O60763	USO1	4	75724593	SeqId_13639_101
SeqId_13642_90	O14879	IFIT3	10	89327997	SeqId_13642_90
SeqId_13644_30	O14964	HGS	17	81683326	SeqId_13644_30
SeqId_13645_14	Q92620	DHX38	16	72093613	SeqId_13645_14
SeqId_13650_11	Q9NZI2	KCNIP1	5	170353487	SeqId_13650_11
SeqId_13651_54	Q96JP5	ZFP91	11	58579063	SeqId_13651_54
SeqId_13652_2	O75674	TOM1L1	17	54899387	SeqId_13652_2
SeqId_13653_335	Q9BQ69	MACROD1	11	63999222	SeqId_13653_335
SeqId_13654_1	O75116	ROCK2	2	11195116	SeqId_13654_1
SeqId_13655_34	P19338	NCL	2	231457410	SeqId_13655_34
SeqId_13657_2	Q96T60	PNKP	19	49860514	SeqId_13657_2
SeqId_13658_31	Q9NRA1	PDGFC	4	156773717	SeqId_13658_31
SeqId_13659_36	Q9HD20	ATP13A1	19	19647711	SeqId_13659_36
SeqId_13665_35	Q06190	PPP2R3A	3	135965728	SeqId_13665_35
SeqId_13666_222	Q9NS85	CA10	17	51747788	SeqId_13666_222
SeqId_13669_6	P22607	FGFR3	4	1793293	SeqId_13669_6
SeqId_13671_40	P08246	ELANE	19	851014	SeqId_13671_40
SeqId_13672_3	P17066	HSPA6	1	161524540	SeqId_13672_3
SeqId_13673_21	Q99832	CCT7	2	73233420	SeqId_13673_21
SeqId_13676_46	P09529	INHBB	2	120346136	SeqId_13676_46
SeqId_13680_3	Q15742	NAB2	12	57089043	SeqId_13680_3
SeqId_13681_173	P19784	CSNK2A2	16	58167713	SeqId_13681_173
SeqId_13682_47	P07333	CSF1R	5	150054820	SeqId_13682_47
SeqId_13683_18	P51801	CLCNKB	1	16043736	SeqId_13683_18
SeqId_13686_2	Q01344	IL5RA	3	3109980	SeqId_13686_2
SeqId_13688_2	Q8WWF8	CAPSL	5	35938622	SeqId_13688_2
SeqId_13689_2	P11926	ODC1	2	10447780	SeqId_13689_2
SeqId_13691_10	Q8N695	SLC5A8	12	101210238	SeqId_13691_10
SeqId_13692_154	O95388	WISP1	8	133191039	SeqId_13692_154
SeqId_13697_51	P21695	GPD1	12	50103982	SeqId_13697_51
SeqId_13698_28	Q8IZA0	KIAA0319L	1	35443255	SeqId_13698_28
SeqId_13700_10	P07355	ANXA2	15	60351553	SeqId_13700_10
SeqId_13704_5	P54868	HMGCS2	1	119759414	SeqId_13704_5
SeqId_13711_10	Q00610	CLTC	17	59619689	SeqId_13711_10
SeqId_13713_164	Q96IW7	SEC22A	3	123201927	SeqId_13713_164
SeqId_13717_15	Q15485	FCN2	9	134880810	SeqId_13717_15
SeqId_13719_19	O96013	PAK4	19	39125770	SeqId_13719_19
SeqId_13720_95	P24158	PRTN3	19	840999	SeqId_13720_95
SeqId_13724_27	O95750	FGF19	11	69704022	SeqId_13724_27
SeqId_13726_4	P33681	CD80	3	119557728	SeqId_13726_4
SeqId_13727_44	O43791	SPOP	17	49601631	SeqId_13727_44
SeqId_13728_19	P30040	ERP29	12	112013348	SeqId_13728_19
SeqId_13729_26	Q8TD22	SFXN5	2	72981117	SeqId_13729_26
SeqId_13733_5	P29460	IL12B	5	159330487	SeqId_13733_5
SeqId_13735_1	P47736	RAP1GAP	1	21620041	SeqId_13735_1
SeqId_13738_8	P08476	INHBA	7	41692564	SeqId_13738_8
SeqId_13740_51	Q92765	FRZB	2	182866637	SeqId_13740_51
SeqId_13745_10	Q13563	PKD2	4	88007635	SeqId_13745_10
SeqId_13748_4	P80075	CCL8	17	34319435	SeqId_13748_4
SeqId_13926_1	Q9H9A7	RMI1	9	83980711	SeqId_13926_1
SeqId_13929_27	Q9UKG9	CROT	7	87345681	SeqId_13929_27
SeqId_13930_3	Q9HC16	APOBEC3G	22	39077067	SeqId_13930_3
SeqId_13931_22	O00233	PSMD9	12	121888732	SeqId_13931_22
SeqId_13932_45	Q14155	ARHGEF7	13	111114559	SeqId_13932_45
SeqId_13933_276	Q13506	NAB1	2	190646746	SeqId_13933_276
SeqId_13934_3	O15068	MCF2L	13	112894378	SeqId_13934_3
SeqId_13936_24	P07205	PGK2	6	49787285	SeqId_13936_24
SeqId_13937_75	Q86VP6	CAND1	12	67269358	SeqId_13937_75
SeqId_13939_14	Q16851	UGP2	2	63840940	SeqId_13939_14
SeqId_13940_19	Q16666	IFI16	1	158999968	SeqId_13940_19
SeqId_13941_82	O95363	FARS2	6	5261044	SeqId_13941_82
SeqId_13942_140	Q96BD6	SPSB1	1	9292894	SeqId_13942_140
SeqId_13943_38	Q9C005	DPY30	2	32023757	SeqId_13943_38
SeqId_13944_3	P0DMM9	SULT1A3	16	30199228	SeqId_13944_3
SeqId_13946_8	Q9BUQ8	DDX23	12	48832820	SeqId_13946_8
SeqId_13947_371	Q9BQG2	NUDT12	5	103556089	SeqId_13947_371
SeqId_13948_50	O75899	GABBR2	9	98303334	SeqId_13948_50
SeqId_13950_9	Q9Y5P4	COL4A3BP	5	75369337	SeqId_13950_9
SeqId_13954_9	Q96EK6	GNPNAT1	14	52777081	SeqId_13954_9
SeqId_13955_33	P53355	DAPK1	9	87497228	SeqId_13955_33
SeqId_13958_5	Q8TBY0	RBM46	4	154781213	SeqId_13958_5
SeqId_13959_7	P28838	LAP3	4	17577192	SeqId_13959_7
SeqId_13960_15	Q96P47	AGAP3	7	151085831	SeqId_13960_15
SeqId_13961_18	Q9Y496	KIF3A	5	132699480	SeqId_13961_18
SeqId_13963_7	Q9H0E2	TOLLIP	11	1292170	SeqId_13963_7
SeqId_13966_30	Q5VTT5	MYOM3	1	24066579	SeqId_13966_30
SeqId_13967_14	Q16881	TXNRD1	12	104215779	SeqId_13967_14
SeqId_13969_24	O60684	KPNA6	1	32108056	SeqId_13969_24
SeqId_13972_4	Q9BPX1	HSD17B14	19	48815072	SeqId_13972_4
SeqId_13973_62	Q8NG68	TTL	2	112482156	SeqId_13973_62
SeqId_13975_56	Q13136	PPFIA1	11	70270700	SeqId_13975_56
SeqId_13976_9	Q92888	ARHGEF1	19	41883161	SeqId_13976_9
SeqId_13977_28	Q99728	BARD1	2	214730508	SeqId_13977_28
SeqId_13978_122	O15119	TBX3	12	114679933	SeqId_13978_122
SeqId_13979_3	Q8TE54	SLC26A7	8	91209494	SeqId_13979_3
SeqId_13982_33	Q9NS28	RGS18	1	192158462	SeqId_13982_33
SeqId_13983_27	Q08257	CRYZ	1	74708827	SeqId_13983_27
SeqId_13984_23	Q9UHL0	DDX25	11	125903348	SeqId_13984_23
SeqId_13985_12	Q9HAU4	SMURF2	17	64563165	SeqId_13985_12
SeqId_13986_6	O43813	LANCL1	2	210440745	SeqId_13986_6
SeqId_13988_67	Q9HBL8	NMRAL1	16	4464240	SeqId_13988_67
SeqId_13990_1	P11498	PC	11	66852962	SeqId_13990_1
SeqId_13991_47	O43432	EIF4G3	1	20847945	SeqId_13991_47
SeqId_13992_12	P46459	NSF	17	46590669	SeqId_13992_12
SeqId_13993_20	Q9H4G0	EPB41L1	20	36091504	SeqId_13993_20
SeqId_13994_1	P22087	FBL	19	39838091	SeqId_13994_1
SeqId_13996_16	Q96CD2	PPCDC	15	75023586	SeqId_13996_16
SeqId_13998_26	Q8N142	ADSSL1	14	104724186	SeqId_13998_26
SeqId_14002_18	Q9BZ29	DOCK9	13	98829366	SeqId_14002_18
SeqId_14005_2	Q9P2D1	CHD7	8	60678740	SeqId_14005_2
SeqId_14006_36	Q14749	GNMT	6	42960754	SeqId_14006_36
SeqId_14007_22	O43252	PAPSS1	4	107631804	SeqId_14007_22
SeqId_14008_22	Q9NPI6	DCP1A	3	53288361	SeqId_14008_22
SeqId_14009_65	P21580	TNFAIP3	6	137867214	SeqId_14009_65
SeqId_14011_17	P31949	S100A11	1	152037004	SeqId_14011_17
SeqId_14012_17	Q96C10	DHX58	17	42102809	SeqId_14012_17
SeqId_14013_11	Q92844	TANK	2	161136908	SeqId_14013_11
SeqId_14021_81	Q9NPJ6	MED4	13	48079975	SeqId_14021_81
SeqId_14025_18	Q07011	TNFRSF9	1	7935100	SeqId_14025_18
SeqId_14026_24	Q96PD4	IL17F	6	52239167	SeqId_14026_24
SeqId_14028_22	O00443	PIK3C2A	11	17169741	SeqId_14028_22
SeqId_14029_42	P61201	COPS2	15	49130773	SeqId_14029_42
SeqId_14034_22	P09758	TACSTD2	1	58577252	SeqId_14034_22
SeqId_14035_13	Q13009	TIAM1	21	31130221	SeqId_14035_13
SeqId_14036_116	O75970	MPDZ	9	13120650	SeqId_14036_116
SeqId_14037_18	Q9H6Z4	RANBP3	19	5923874	SeqId_14037_18
SeqId_14039_33	Q9Y337	KLK5	19	50952668	SeqId_14039_33
SeqId_14043_12	Q15075	EEA1	12	92821099	SeqId_14043_12
SeqId_14045_12	Q15596	NCOA2	8	70128747	SeqId_14045_12
SeqId_14047_78	P23560	BDNF	11	27659658	SeqId_14047_78
SeqId_14048_7	Q9NPH3	IL1RAP	3	190514051	SeqId_14048_7
SeqId_14051_54	Q99958	FOXC2	16	86566829	SeqId_14051_54
SeqId_14052_26	Q9UPW8	UNC13A	19	17612160	SeqId_14052_26
SeqId_14054_17	Q13261	IL15RA	10	5960567	SeqId_14054_17
SeqId_14056_4	P01215	CGA	6	87095059	SeqId_14056_4
SeqId_14061_48	O14788	TNFSF11	13	42562736	SeqId_14061_48
SeqId_14063_17	P13725	OSM	22	30265818	SeqId_14063_17
SeqId_14065_11	P06127	CD5	11	61102489	SeqId_14065_11
SeqId_14066_49	Q86UL8	MAGI2	7	78035016	SeqId_14066_49
SeqId_14067_6	Q99959	PKP2	12	32792875	SeqId_14067_6
SeqId_14069_61	P22748	CA4	17	60149942	SeqId_14069_61
SeqId_14070_56	Q15811	ITSN1	21	33642400	SeqId_14070_56
SeqId_14074_2	P98077	SHC2	19	419879	SeqId_14074_2
SeqId_14076_74	P01036	CST4	20	23689040	SeqId_14076_74
SeqId_14079_14	Q13478	IL18R1	2	102311529	SeqId_14079_14
SeqId_14082_56	Q9Y4G6	TLN2	15	62390526	SeqId_14082_56
SeqId_14083_25	P49903	SEPHS1	10	13340790	SeqId_14083_25
SeqId_14088_38	P24592	IGFBP6	12	53097436	SeqId_14088_38
SeqId_14090_23	Q9H4E7	DEF6	6	35297818	SeqId_14090_23
SeqId_14091_42	O75828	CBR3	21	36135079	SeqId_14091_42
SeqId_14093_10	P49771	FLT3LG	19	49474207	SeqId_14093_10
SeqId_14094_29	Q99075	HBEGF	5	140335130	SeqId_14094_29
SeqId_14095_1	P26718	KLRK1	12	10382182	SeqId_14095_1
SeqId_14098_28	P49589	CARS	11	3007010	SeqId_14098_28
SeqId_14099_20	P25789	PSMA4	15	78540405	SeqId_14099_20
SeqId_14100_63	P02747	C1QC	1	22643633	SeqId_14100_63
SeqId_14101_2	P26992	CNTFR	9	34589706	SeqId_14101_2
SeqId_14106_46	P52306	RAP1GDS1	4	98261384	SeqId_14106_46
SeqId_14107_1	P49914	MTHFS	15	79845327	SeqId_14107_1
SeqId_14111_15	P35442	THBS2	6	169223440	SeqId_14111_15
SeqId_14112_40	Q969Z4	RELT	11	73376399	SeqId_14112_40
SeqId_14114_18	Q8IYJ0	PIANP	12	6698306	SeqId_14114_18
SeqId_14115_34	P35318	ADM	11	10305073	SeqId_14115_34
SeqId_14116_129	P26447	S100A4	1	153545063	SeqId_14116_129
SeqId_14120_2	Q68DV7	RNF43	17	58363592	SeqId_14120_2
SeqId_14121_24	Q9UBN6	TNFRSF10D	8	23164027	SeqId_14121_24
SeqId_14122_132	Q9ULT6	ZNRF3	22	28883572	SeqId_14122_132
SeqId_14123_34	Q9H7M9	C10orf54	10	71757630	SeqId_14123_34
SeqId_14124_6	O43921	EFNA2	19	1285873	SeqId_14124_6
SeqId_14127_240	P01574	IFNB1	9	21077942	SeqId_14127_240
SeqId_14128_121	P01566	IFNA10	9	21207143	SeqId_14128_121
SeqId_14129_1	P01567	IFNA7	9	21202205	SeqId_14129_1
SeqId_14131_37	P52799	EFNB2	13	106516447	SeqId_14131_37
SeqId_14132_21	Q9UM44	HHLA2	3	108296490	SeqId_14132_21
SeqId_14133_93	P27930	IL1R2	2	101991960	SeqId_14133_93
SeqId_14134_49	Q86SJ2	AMIGO2	12	47079642	SeqId_14134_49
SeqId_14135_3	Q9HBX9	RXFP1	4	158315311	SeqId_14135_3
SeqId_14136_234	Q9NPY3	CD93	20	23086324	SeqId_14136_234
SeqId_14139_16	Q8WWG1	NRG4	15	75942772	SeqId_14139_16
SeqId_14143_8	Q16778	HIST2H2BE	1	149886652	SeqId_14143_8
SeqId_14144_3	Q7L7L0	HIST3H2A	1	228457873	SeqId_14144_3
SeqId_14146_92	P68431	HIST1H3A	6	26020490	SeqId_14146_92
SeqId_14149_9	Q9NZH7	IL36B	2	113052867	SeqId_14149_9
SeqId_14150_7	Q9UHA7	IL36A	2	113005459	SeqId_14150_7
SeqId_14151_4	P05161	ISG15	1	1001138	SeqId_14151_4
SeqId_14153_8	P52797	EFNA3	1	155078837	SeqId_14153_8
SeqId_14156_33	P31946	YWHAB	20	44885702	SeqId_14156_33
SeqId_14157_21	P62258	YWHAE	17	1361294	SeqId_14157_21
SeqId_14158_17	P08758	ANXA5	4	121672558	SeqId_14158_17
SeqId_14175_78	Q9UJQ7	SCP2D1	20	18813783	SeqId_14175_78
SeqId_14178_18	Q16667	CDKN3	14	54396849	SeqId_14178_18
SeqId_14186_13	Q8WZ73	RFFL	17	35008232	SeqId_14186_13
SeqId_14192_31	Q8N4E4	PDCL2	4	55592245	SeqId_14192_31
SeqId_14197_2	O75626	PRDM1	6	105993463	SeqId_14197_2
SeqId_14203_3	P20073	ANXA7	10	73378958	SeqId_14203_3
SeqId_14204_55	Q9P0K8	FOXJ2	12	8032716	SeqId_14204_55
SeqId_14205_6	Q96MH2	HEXIM2	17	45160700	SeqId_14205_6
SeqId_14206_28	O00213	APBB1	11	6396574	SeqId_14206_28
SeqId_14208_3	Q96R05	RBP7	1	9997206	SeqId_14208_3
SeqId_14216_35	Q7L014	DDX46	5	134758771	SeqId_14216_35
SeqId_14226_120	Q9H2M3	BHMT2	5	79069767	SeqId_14226_120
SeqId_14227_21	P14649	MYL6B	12	56152256	SeqId_14227_21
SeqId_14229_5	O95396	MOCS3	20	50958818	SeqId_14229_5
SeqId_14245_195	Q9UNH6	SNX7	1	98661701	SeqId_14245_195
SeqId_14246_50	O60496	DOK2	8	21911075	SeqId_14246_50
SeqId_14250_115	Q13867	BLMH	17	30250283	SeqId_14250_115
SeqId_14254_27	P29074	PTPN4	2	119759922	SeqId_14254_27
SeqId_14260_112	Q7Z628	NET1	10	5412557	SeqId_14260_112
SeqId_14268_4	Q9BYN0	SRXN1	20	653370	SeqId_14268_4
SeqId_14271_23	Q9NRW1	RAB6B	3	133894719	SeqId_14271_23
SeqId_14273_19	P48147	PREP	6	105323768	SeqId_14273_19
SeqId_14283_12	P61106	RAB14	9	121201869	SeqId_14283_12
SeqId_14286_2	O95644	NFATC1	18	79395856	SeqId_14286_2
SeqId_14287_6	P51148	RAB5C	17	42128759	SeqId_14287_6
