id	prot_name	trait	file
6404	C1QL1	C1QRF	6404_20_C1QL1_C1QRF.txt.gz
6402	PILRA	PILRA_isoform_FDF03_deltaTM	6402_8_PILRA_PILRA_isoform_FDF03_deltaTM.txt.gz
6400	TP53I13	P5I13	6400_33_TP53I13_P5I13.txt.gz
6399	DEFB107A	D107A	6399_52_DEFB107A_D107A.txt.gz
6398	LONP1	LONM	6398_12_LONP1_LONM.txt.gz
6395	GPHA2	GPHA2	6395_58_GPHA2_GPHA2.txt.gz
6393	HSP90B1	Endoplasmin	6393_63_HSP90B1_Endoplasmin.txt.gz
6392	WISP2	WISP_2	6392_7_WISP2_WISP_2.txt.gz
6391	LILRA3	LIRA3	6391_52_LILRA3_LIRA3.txt.gz
6390	NPS	NPS	6390_18_NPS_NPS.txt.gz
6388	CCDC126	CC126	6388_21_CCDC126_CC126.txt.gz
6385	VWA1	VWA1	6385_63_VWA1_VWA1.txt.gz
6384	WFDC3	WFDC3	6384_19_WFDC3_WFDC3.txt.gz
6383	TLL1	TLL1	6383_90_TLL1_TLL1.txt.gz
6382	MANBA	MANBA	6382_17_MANBA_MANBA.txt.gz
6380	ICT1	ICT1	6380_23_ICT1_ICT1.txt.gz
6379	ADAMTSL2	ATL2	6379_62_ADAMTSL2_ATL2.txt.gz
6378	C5orf38	CEI	6378_2_C5orf38_CEI.txt.gz
6377	LYZL2	LYZL2	6377_54_LYZL2_LYZL2.txt.gz
6375	XXYLT1	XXLT1	6375_75_XXYLT1_XXLT1.txt.gz
6373	SEMG2	SEMG2	6373_54_SEMG2_SEMG2.txt.gz
6372	YBX2	YBOX2	6372_7_YBX2_YBOX2.txt.gz
6371	ANGPTL7	ANGL7	6371_50_ANGPTL7_ANGL7.txt.gz
6369	DEAF1	DEAF1	6369_82_DEAF1_DEAF1.txt.gz
6368	CSTL1	CST1L	6368_9_CSTL1_CST1L.txt.gz
6367	FMOD	fibromodulin	6367_66_FMOD_fibromodulin.txt.gz
6366	TXNDC15	TXD15	6366_38_TXNDC15_TXD15.txt.gz
6364	TAPBPL	TPSNR	6364_7_TAPBPL_TPSNR.txt.gz
6362	C2orf40	AUGN	6362_6_C2orf40_AUGN.txt.gz
6361	PTPRR	PTPRR	6361_49_PTPRR_PTPRR.txt.gz
6360	DEFB128	DB128	6360_7_DEFB128_DB128.txt.gz
6359	POMGNT2	AGO61	6359_50_POMGNT2_AGO61.txt.gz
6357	CELA3B	ELA3B	6357_83_CELA3B_ELA3B.txt.gz
6354	HEPHL1	HPHL1	6354_13_HEPHL1_HPHL1.txt.gz
6352	INSRR	INSRR	6352_8_INSRR_INSRR.txt.gz
6351	CD79B	CD79B	6351_55_CD79B_CD79B.txt.gz
6350	APOC2	Apo_C_II	6350_43_APOC2_Apo_C_II.txt.gz
6342	NPNT	Nephronectin	6342_10_NPNT_Nephronectin.txt.gz
6334	GGT2	GGT2	6334_9_GGT2_GGT2.txt.gz
6326	BMP4	BMP_4	6326_20_BMP4_BMP_4.txt.gz
6324	DNASE1L2	DNSL2	6324_11_DNASE1L2_DNSL2.txt.gz
6321	PCDHGA10	PCDGA	6321_65_PCDHGA10_PCDGA.txt.gz
6315	PLBD1	PLBL1	6315_58_PLBD1_PLBL1.txt.gz
6304	C1QTNF1	C1QT1	6304_8_C1QTNF1_C1QT1.txt.gz
6296	OIT3	OIT3	6296_36_OIT3_OIT3.txt.gz
6294	BAGE2	BAGE2	6294_11_BAGE2_BAGE2.txt.gz
6291	CLSTN3	Alcadein_beta	6291_55_CLSTN3_Alcadein_beta.txt.gz
6290	UTS2B	UTS2B	6290_3_UTS2B_UTS2B.txt.gz
6289	ARHGAP36	RHG36	6289_78_ARHGAP36_RHG36.txt.gz
6285	MLEC	K0152	6285_71_MLEC_K0152.txt.gz
6284	FAM150B	F150B	6284_7_FAM150B_F150B.txt.gz
6283	MCEMP1	MCEM1	6283_60_MCEMP1_MCEM1.txt.gz
6281	ST3GAL2	SIA4B	6281_51_ST3GAL2_SIA4B.txt.gz
6280	PCDH8	PCDH8	6280_11_PCDH8_PCDH8.txt.gz
6276	FURIN	Furin	6276_16_FURIN_Furin.txt.gz
6274	WSCD2	WSCD2	6274_15_WSCD2_WSCD2.txt.gz
6273	LEPRE1	P3H1	6273_58_LEPRE1_P3H1.txt.gz
6267	STMN4	STMN4	6267_51_STMN4_STMN4.txt.gz
6264	CYR61	CYR61	6264_9_CYR61_CYR61.txt.gz
6262	IL17RB	IL_17B_R	6262_14_IL17RB_IL_17B_R.txt.gz
6257	CGREF1	CGRE1	6257_56_CGREF1_CGRE1.txt.gz
6247	SIRPB1	SIRB1	6247_9_SIRPB1_SIRB1.txt.gz
6240	RSPO1	RSPO1	6240_70_RSPO1_RSPO1.txt.gz
6238	PSG8	PSG8	6238_55_PSG8_PSG8.txt.gz
6237	FGFRL1	FGRL1	6237_11_FGFRL1_FGRL1.txt.gz
6234	VIT	VITRN	6234_74_VIT_VITRN.txt.gz
6230	CER1	CER1	6230_56_CER1_CER1.txt.gz
6228	SPACA1	sperm_acrosome_associated_1	6228_58_SPACA1_sperm_acrosome_associated_1.txt.gz
6226	EFHA1	EFHA1	6226_69_EFHA1_EFHA1.txt.gz
6223	GUCA2B	GUC2B	6223_5_GUCA2B_GUC2B.txt.gz
6221	ADPGK	ADPGK	6221_1_ADPGK_ADPGK.txt.gz
6219	PDZD11	PDZ11	6219_14_PDZD11_PDZ11.txt.gz
6214	IFNA8	IFNA8	6214_84_IFNA8_IFNA8.txt.gz
6213	CGB2	CGB2	6213_10_CGB2_CGB2.txt.gz
6210	IFNA5	IFNA5	6210_100_IFNA5_IFNA5.txt.gz
6207	PSAP	prosaposin	6207_10_PSAP_prosaposin.txt.gz
6168	TP53	p53_R175H	6168_11_TP53_p53_R175H.txt.gz
6151	MAP2K3	MP2K3	6151_18_MAP2K3_MP2K3.txt.gz
6123	TP53	p53	6123_69_TP53_p53.txt.gz
6119	MAMDC2	MAMC2	6119_14_MAMDC2_MAMC2.txt.gz
6117	PCSK2	NEC2	6117_4_PCSK2_NEC2.txt.gz
6107	CELA1	ELA1	6107_3_CELA1_ELA1.txt.gz
6103	FCRL5	FCRL5	6103_70_FCRL5_FCRL5.txt.gz
6086	CHRDL2	CRDL2	6086_15_CHRDL2_CRDL2.txt.gz
6081	PCOLCE2	PCOC2	6081_52_PCOLCE2_PCOC2.txt.gz
6079	ACPL2	ACPL2	6079_59_ACPL2_ACPL2.txt.gz
6077	CECR1	CECR1	6077_63_CECR1_CECR1.txt.gz
6069	SUMF2	SUMF2	6069_71_SUMF2_SUMF2.txt.gz
6064	ERP44	TXNDC4	6064_4_ERP44_TXNDC4.txt.gz
6060	PIP	PIP	6060_2_PIP_PIP.txt.gz
6054	NXPH3	NXPH3	6054_6_NXPH3_NXPH3.txt.gz
6049	PTPRS	PTPRS	6049_64_PTPRS_PTPRS.txt.gz
6039	CRHBP	CRHBP	6039_24_CRHBP_CRHBP.txt.gz
6035	ST6GAL1	SIAT1	6035_2_ST6GAL1_SIAT1.txt.gz
6027	RLN3	REL3	6027_31_RLN3_REL3.txt.gz
6022	NELL2	NELL2	6022_57_NELL2_NELL2.txt.gz
6020	UTS2	Urotensin_II	6020_52_UTS2_Urotensin_II.txt.gz
5988	TNFSF14	LIGHT	5988_49_TNFSF14_LIGHT.txt.gz
5981	C21orf33	ES1	5981_6_C21orf33_ES1.txt.gz
5980	BOLA3	BOLA3	5980_55_BOLA3_BOLA3.txt.gz
5963	DMKN	Dermokine	5963_9_DMKN_Dermokine.txt.gz
5957	SST	Somatostatin_28	5957_30_SST_Somatostatin_28.txt.gz
5954	PTH	PTH	5954_62_PTH_PTH.txt.gz
5947	THPO	Tpo	5947_90_THPO_Tpo.txt.gz
5939	TNFSF12	TWEAK	5939_42_TNFSF12_TWEAK.txt.gz
5936	TNF	TNF_a	5936_53_TNF_TNF_a.txt.gz
5927	WISP3	WISP_3	5927_4_WISP3_WISP_3.txt.gz
5918	PSME1	PSME1	5918_5_PSME1_PSME1.txt.gz
5915	PEX5	PEX5	5915_58_PEX5_PEX5.txt.gz
5909	NME1	Nucleoside_diphosphate_kinase_A	5909_51_NME1_Nucleoside_diphosphate_kinase_A.txt.gz
5903	HSPA8	HSP70_protein_8	5903_91_HSPA8_HSP70_protein_8.txt.gz
5900	HINT1	HINT1	5900_11_HINT1_HINT1.txt.gz
5897	GRP	Gastrin_releasing_peptide	5897_58_GRP_Gastrin_releasing_peptide.txt.gz
5888	EIF5A	eIF_5A_1	5888_29_EIF5A_eIF_5A_1.txt.gz
5885	EIF4H	eIF_4H	5885_55_EIF4H_eIF_4H.txt.gz
5882	EEF1B2	EF_1_beta	5882_34_EEF1B2_EF_1_beta.txt.gz
5879	DCTN2	Dynactin_subunit_2	5879_51_DCTN2_Dynactin_subunit_2.txt.gz
5870	BAD	BAD	5870_23_BAD_BAD.txt.gz
5867	ARG1	ARGI1	5867_60_ARG1_ARGI1.txt.gz
5864	ALDOA	aldolase_A	5864_10_ALDOA_aldolase_A.txt.gz
5861	HAAO	3HAO	5861_78_HAAO_3HAO.txt.gz
5858	YWHAZ	14_3_3_protein_zeta_delta	5858_6_YWHAZ_14_3_3_protein_zeta_delta.txt.gz
5854	MAPT	tau	5854_60_MAPT_tau.txt.gz
5852	S100A12	S100A12	5852_6_S100A12_S100A12.txt.gz
5843	EHMT2	NG36	5843_60_EHMT2_NG36.txt.gz
5837	LIFR	LIF_sR	5837_49_LIFR_LIF_sR.txt.gz
5834	IL9	IL_9	5834_18_IL9_IL_9.txt.gz
5825	IFNGR1	IFN_g_R1	5825_49_IFNGR1_IFN_g_R1.txt.gz
5822	GDNF	GDNF	5822_22_GDNF_GDNF.txt.gz
5813	EPO	Epo	5813_58_EPO_Epo.txt.gz
5810	TDGF1	Cripto	5810_25_TDGF1_Cripto.txt.gz
5807	CD70	CD70	5807_77_CD70_CD70.txt.gz
5803	C3	C3d	5803_24_C3_C3d.txt.gz
5801	NGF	b_NGF	5801_72_NGF_b_NGF.txt.gz
5798	BID	BID	5798_3_BID_BID.txt.gz
5792	AFP	AFP	5792_8_AFP_AFP.txt.gz
5765	DEFB121	DB121	5765_53_DEFB121_DB121.txt.gz
5764	GALNT2	GALT2	5764_4_GALNT2_GALT2.txt.gz
5763	DEFB104A	HBD_4	5763_67_DEFB104A_HBD_4.txt.gz
5762	SPAG11B	Sperm_associated_antigen_11	5762_35_SPAG11B_Sperm_associated_antigen_11.txt.gz
5758	KLK9	kallikrein_9	5758_49_KLK9_kallikrein_9.txt.gz
5757	GNAS	GNAS3	5757_45_GNAS_GNAS3.txt.gz
5756	PAPPA2	PAPP2	5756_66_PAPPA2_PAPP2.txt.gz
5755	GIP	GIP	5755_29_GIP_GIP.txt.gz
5754	INSL6	INSL6	5754_76_INSL6_INSL6.txt.gz
5753	FAM19A1	F19A1	5753_21_FAM19A1_F19A1.txt.gz
5752	SUSD3	SUSD3	5752_63_SUSD3_SUSD3.txt.gz
5751	LETMD1	HCCR_1	5751_14_LETMD1_HCCR_1.txt.gz
5749	CLPS	COL	5749_53_CLPS_COL.txt.gz
5748	ASAH1	Acid_ceramidase	5748_20_ASAH1_Acid_ceramidase.txt.gz
5745	PI15	PI15	5745_64_PI15_PI15.txt.gz
5744	MENT	CA056	5744_12_MENT_CA056.txt.gz
5743	CARTPT	CART	5743_82_CARTPT_CART.txt.gz
5742	ACP6	PPA6	5742_14_ACP6_PPA6.txt.gz
5740	ROBO1	ROBO1	5740_17_ROBO1_ROBO1.txt.gz
5739	KRTDAP	KTDAP	5739_75_KRTDAP_KTDAP.txt.gz
5737	SEMA4D	SEM4D	5737_61_SEMA4D_SEM4D.txt.gz
5736	TREML2	TRML2	5736_1_TREML2_TRML2.txt.gz
5735	C1GALT1C1	C1GLC	5735_54_C1GALT1C1_C1GLC.txt.gz
5734	PVRL4	nectin_4	5734_13_PVRL4_nectin_4.txt.gz
5731	SPINK6	ISK6	5731_1_SPINK6_ISK6.txt.gz
5730	CXCL14	BRAK	5730_60_CXCL14_BRAK.txt.gz
5728	FCRL1	FCRL1	5728_60_FCRL1_FCRL1.txt.gz
5727	B3GALTL	B3GLT	5727_35_B3GALTL_B3GLT.txt.gz
5726	SPAG11A	SG11A	5726_49_SPAG11A_SG11A.txt.gz
5723	INSL3	INSL3	5723_4_INSL3_INSL3.txt.gz
5722	PRCP	Prolylcarboxypeptidase	5722_78_PRCP_Prolylcarboxypeptidase.txt.gz
5719	FAM189A2	CI061	5719_66_FAM189A2_CI061.txt.gz
5717	CILP	CILP	5717_2_CILP_CILP.txt.gz
5716	CSAG1	CSAG1	5716_49_CSAG1_CSAG1.txt.gz
5715	ABHD14A	ABHEA	5715_4_ABHD14A_ABHEA.txt.gz
5714	IFNA6	IFNA6	5714_88_IFNA6_IFNA6.txt.gz
5713	IFNL3	IFN_lambda_3	5713_9_IFNL3_IFN_lambda_3.txt.gz
5708	LEAP2	LEAP2	5708_1_LEAP2_LEAP2.txt.gz
5707	ELK3	ELK3	5707_55_ELK3_ELK3.txt.gz
5704	GZMM	Granzyme_M	5704_74_GZMM_Granzyme_M.txt.gz
5703	OLFM1	NOE1	5703_26_OLFM1_NOE1.txt.gz
5701	CLEC3B	Tetranectin	5701_81_CLEC3B_Tetranectin.txt.gz
5698	TNXB	Tenascin_X	5698_60_TNXB_Tenascin_X.txt.gz
5691	CRISPLD2	CRLD2	5691_2_CRISPLD2_CRLD2.txt.gz
5690	TUFT1	TUFT1	5690_49_TUFT1_TUFT1.txt.gz
5689	DEFB112	DB112	5689_1_DEFB112_DB112.txt.gz
5688	CBLN4	CBLN4	5688_65_CBLN4_CBLN4.txt.gz
5687	PRKCSH	GLU2B	5687_5_PRKCSH_GLU2B.txt.gz
5682	VASN	VASN	5682_13_VASN_VASN.txt.gz
5680	OBP2B	OBP2B	5680_54_OBP2B_OBP2B.txt.gz
5679	DEFB103A	HBD_3	5679_16_DEFB103A_HBD_3.txt.gz
5677	C2orf66	CB066	5677_15_C2orf66_CB066.txt.gz
5676	ASIP	ASIP	5676_54_ASIP_ASIP.txt.gz
5671	CTRB1	Chymotrypsin	5671_1_CTRB1_Chymotrypsin.txt.gz
5669	SIRPB2	SIRB2	5669_26_SIRPB2_SIRB2.txt.gz
5667	SEMA3B	SEM3B	5667_3_SEMA3B_SEM3B.txt.gz
5664	DEFB106A	D106A	5664_57_DEFB106A_D106A.txt.gz
5663	PF4V1	PF4V	5663_18_PF4V1_PF4V.txt.gz
5661	IL18	IL_18	5661_15_IL18_IL_18.txt.gz
5660	SOD3	SOD3	5660_51_SOD3_SOD3.txt.gz
5659	TRH	TRH	5659_11_TRH_TRH.txt.gz
5658	F13B	coagulation_factor_XIII_B	5658_64_F13B_coagulation_factor_XIII_B.txt.gz
5657	ST3GAL1	SIA4A	5657_28_ST3GAL1_SIA4A.txt.gz
5656	ENDOU	PP11	5656_53_ENDOU_PP11.txt.gz
5654	TMX3	TMX3	5654_70_TMX3_TMX3.txt.gz
5653	PRSS37	PRS37	5653_23_PRSS37_PRS37.txt.gz
5651	PSG7	PSG7	5651_50_PSG7_PSG7.txt.gz
5650	PDIA6	PDIA6	5650_9_PDIA6_PDIA6.txt.gz
5648	CTRB2	CTRB2	5648_28_CTRB2_CTRB2.txt.gz
5646	RNASE6	RNAS6	5646_20_RNASE6_RNAS6.txt.gz
5644	RNASE4	RNAS4	5644_60_RNASE4_RNAS4.txt.gz
5643	LCN8	LCN8	5643_2_LCN8_LCN8.txt.gz
5639	NETO1	NETO1	5639_49_NETO1_NETO1.txt.gz
5638	COLGALT1	GT251	5638_23_COLGALT1_GT251.txt.gz
5637	NTNG1	NTNG1	5637_81_NTNG1_NTNG1.txt.gz
5636	MFAP4	MFAP4	5636_10_MFAP4_MFAP4.txt.gz
5634	POFUT1	OFUT1	5634_39_POFUT1_OFUT1.txt.gz
5632	CRTAC1	CRAC1	5632_6_CRTAC1_CRAC1.txt.gz
5631	MLN	MOTI	5631_83_MLN_MOTI.txt.gz
5630	CD300A	CM35H	5630_48_CD300A_CM35H.txt.gz
5629	KLRC1	NKG2A	5629_58_KLRC1_NKG2A.txt.gz
5628	SEMA3G	SEM3G	5628_21_SEMA3G_SEM3G.txt.gz
5627	GNRH1	GON1	5627_53_GNRH1_GON1.txt.gz
5626	CTRC	CTRC	5626_20_CTRC_CTRC.txt.gz
5623	CD300LF	CLM1	5623_11_CD300LF_CLM1.txt.gz
5621	THSD1	THSD1	5621_64_THSD1_THSD1.txt.gz
5620	PAM	AMD	5620_13_PAM_AMD.txt.gz
5618	FAM3B	FAM3B	5618_50_FAM3B_FAM3B.txt.gz
5617	NPFF	NPFF	5617_41_NPFF_NPFF.txt.gz
5615	FAM172A	F172A	5615_62_FAM172A_F172A.txt.gz
5614	CRH	CRH	5614_44_CRH_CRH.txt.gz
5613	LAT2	NTAL	5613_75_LAT2_NTAL.txt.gz
5612	HINT2	HINT2	5612_16_HINT2_HINT2.txt.gz
5611	DEFB108B	D108B	5611_56_DEFB108B_D108B.txt.gz
5610	FAM171A1	CJ038	5610_32_FAM171A1_CJ038.txt.gz
5609	FAM19A5	F19A5	5609_92_FAM19A5_F19A5.txt.gz
5606	MFAP1	MFAP1	5606_24_MFAP1_MFAP1.txt.gz
5605	MFNG	MFNG	5605_77_MFNG_MFNG.txt.gz
5604	HPSE	HPSE	5604_30_HPSE_HPSE.txt.gz
5602	RNASE10	RNS10	5602_62_RNASE10_RNS10.txt.gz
5601	PGLYRP2	PGRP_L	5601_2_PGLYRP2_PGRP_L.txt.gz
5599	PCYOX1L	PCYXL	5599_88_PCYOX1L_PCYXL.txt.gz
5598	GREM2	GREM2	5598_3_GREM2_GREM2.txt.gz
5596	CD5	CD5	5596_75_CD5_CD5.txt.gz
5593	PDIA5	PDIA5	5593_11_PDIA5_PDIA5.txt.gz
5590	ZPLD1	ZPLD1	5590_11_ZPLD1_ZPLD1.txt.gz
5586	MINPP1	MINP1	5586_66_MINPP1_MINP1.txt.gz
5584	TCN2	Holo_TC_II	5584_21_TCN2_Holo_TC_II.txt.gz
5583	RYK	RYK	5583_62_RYK_RYK.txt.gz
5581	FGL1	FGL1	5581_28_FGL1_FGL1.txt.gz
5542	NRP1	NRP1	5542_22_NRP1_NRP1.txt.gz
5534	TNFRSF10B	TRAIL_R2	5534_49_TNFRSF10B_TRAIL_R2.txt.gz
5532	FGFR1	bFGF_R	5532_53_FGFR1_bFGF_R.txt.gz
5526	TNFRSF18	GITR	5526_53_TNFRSF18_GITR.txt.gz
5509	EGF	EGF	5509_7_EGF_EGF.txt.gz
5508	CTSD	Cathepsin_D	5508_62_CTSD_Cathepsin_D.txt.gz
5494	SNRPF	RUXF	5494_52_SNRPF_RUXF.txt.gz
5493	WNK3	WNK3	5493_17_WNK3_WNK3.txt.gz
5491	SPOCK2	Testican_2	5491_12_SPOCK2_Testican_2.txt.gz
5490	SPOCK1	Testican_1	5490_53_SPOCK1_Testican_1.txt.gz
5489	STIP1	Stress_induced_phosphoprotein_1	5489_18_STIP1_Stress_induced_phosphoprotein_1.txt.gz
5488	SRC	SRCN1	5488_74_SRC_SRCN1.txt.gz
5487	SLAMF7	SLAF7	5487_7_SLAMF7_SLAF7.txt.gz
5486	ICAM2	sICAM_2	5486_73_ICAM2_sICAM_2.txt.gz
5484	RPS3A	RS3A	5484_63_RPS3A_RS3A.txt.gz
5483	RGMA	RGMA	5483_1_RGMA_RGMA.txt.gz
5481	RASA1	RASA1	5481_16_RASA1_RASA1.txt.gz
5480	CCL5	RANTES	5480_49_CCL5_RANTES.txt.gz
5478	FOLH1	PSMA	5478_50_FOLH1_PSMA.txt.gz
5476	PRKCG	PKC_G	5476_66_PRKCG_PKC_G.txt.gz
5475	PRKCB	PKC_B_II	5475_10_PRKCB_PKC_B_II.txt.gz
5468	IL17RC	IL_17_RC	5468_67_IL17RC_IL_17_RC.txt.gz
5467	HSP90AB1	HSP_90b	5467_15_HSP90AB1_HSP_90b.txt.gz
5465	HS6ST1	H6ST1	5465_32_HS6ST1_H6ST1.txt.gz
5464	GRB2	GRB2_adapter_protein	5464_52_GRB2_GRB2_adapter_protein.txt.gz
5463	GAS1	GAS1	5463_22_GAS1_GAS1.txt.gz
5462	FCN3	Ficolin_3	5462_62_FCN3_Ficolin_3.txt.gz
5460	DDX19B	DEAD_box_protein_19B	5460_60_DDX19B_DEAD_box_protein_19B.txt.gz
5459	CST1	CYTN	5459_33_CST1_CYTN.txt.gz
5457	COLEC12	COLEC12	5457_5_COLEC12_COLEC12.txt.gz
5456	CNDP1	CNDP1	5456_59_CNDP1_CNDP1.txt.gz
5452	ASGR1	ASGR1	5452_71_ASGR1_ASGR1.txt.gz
5451	ALCAM	ALCAM	5451_1_ALCAM_ALCAM.txt.gz
5443	NPPA	ANP	5443_62_NPPA_ANP.txt.gz
5441	TNNI3	Troponin_I	5441_67_TNNI3_Troponin_I.txt.gz
5440	TNNI2	Troponin_I__skeletal__fast_twitch	5440_26_TNNI2_Troponin_I__skeletal__fast_twitch.txt.gz
5437	FABP3	FABP	5437_63_FABP3_FABP.txt.gz
5430	SIRPA	SHPS1	5430_66_SIRPA_SHPS1.txt.gz
5412	CD27	CD27	5412_53_CD27_CD27.txt.gz
5410	CDH15	CAD15	5410_53_CDH15_CAD15.txt.gz
5404	TNFRSF21	DR6	5404_53_TNFRSF21_DR6.txt.gz
5400	LEPR	sLeptin_R	5400_52_LEPR_sLeptin_R.txt.gz
5392	FAS	Fas__soluble	5392_73_FAS_Fas__soluble.txt.gz
5383	TNFRSF13C	BAFF_Receptor	5383_14_TNFRSF13C_BAFF_Receptor.txt.gz
5364	SET	SET	5364_7_SET_SET.txt.gz
5363	SEMA3E	Semaphorin_3E	5363_51_SEMA3E_Semaphorin_3E.txt.gz
5360	AKT2	PKB_beta	5360_9_AKT2_PKB_beta.txt.gz
5359	PIM1	PIM1	5359_65_PIM1_PIM1.txt.gz
5358	OMD	OMD	5358_3_OMD_OMD.txt.gz
5357	NLGN4X	NLGNX	5357_60_NLGN4X_NLGNX.txt.gz
5355	TNFSF14	LIGHT	5355_69_TNFSF14_LIGHT.txt.gz
5354	KRT18	Keratin_18	5354_11_KRT18_Keratin_18.txt.gz
5353	IL1RN	IL_1Ra	5353_89_IL1RN_IL_1Ra.txt.gz
5352	TNFRSF14	HVEM	5352_11_TNFRSF14_HVEM.txt.gz
5351	HNRNPA2B1	hnRNP_A2_B1	5351_52_HNRNPA2B1_hnRNP_A2_B1.txt.gz
5350	GPC6	GPC6	5350_14_GPC6_GPC6.txt.gz
5349	DLL1	DLL1	5349_69_DLL1_DLL1.txt.gz
5347	CCNB1	Cyclin_B1	5347_59_CCNB1_Cyclin_B1.txt.gz
5346	CPNE1	CPNE1	5346_24_CPNE1_CPNE1.txt.gz
5345	CKAP2	CKAP2	5345_51_CKAP2_CKAP2.txt.gz
5343	CPE	CBPE	5343_74_CPE_CBPE.txt.gz
5340	CASP10	Caspase_10	5340_24_CASP10_Caspase_10.txt.gz
5339	S100A9	calgranulin_B	5339_49_S100A9_calgranulin_B.txt.gz
5337	CD86	B7_2	5337_64_CD86_B7_2.txt.gz
5335	ANXA6	annexin_VI	5335_73_ANXA6_annexin_VI.txt.gz
5316	F2	Prothrombin	5316_54_F2_Prothrombin.txt.gz
5315	TNNT2	Troponin_T	5315_22_TNNT2_Troponin_T.txt.gz
5307	F9	Coagulation_Factor_IXab	5307_12_F9_Coagulation_Factor_IXab.txt.gz
5301	CCL11	Eotaxin	5301_7_CCL11_Eotaxin.txt.gz
5280	SLC25A18	GHC2	5280_68_SLC25A18_GHC2.txt.gz
5275	VAV1	VAV	5275_28_VAV1_VAV.txt.gz
5272	SHC1	SHC1	5272_55_SHC1_SHC1.txt.gz
5268	MMP16	MMP_16	5268_49_MMP16_MMP_16.txt.gz
5265	GRAP2	GRB2_related_adapter_protein_2	5265_12_GRAP2_GRB2_related_adapter_protein_2.txt.gz
5264	CALR	calreticulin	5264_65_CALR_calreticulin.txt.gz
5262	BCAR3	BCAR3	5262_57_BCAR3_BCAR3.txt.gz
5261	ABL2	ABL2	5261_13_ABL2_ABL2.txt.gz
5260	TYK2	TYK2	5260_80_TYK2_TYK2.txt.gz
5256	PDE5A	PDE5A	5256_86_PDE5A_PDE5A.txt.gz
5255	PDE4D	PDE4D	5255_22_PDE4D_PDE4D.txt.gz
5254	PDE3A	PDE3A	5254_69_PDE3A_PDE3A.txt.gz
5253	PDE1A	PDE1A	5253_1_PDE1A_PDE1A.txt.gz
5252	PDE11A	PDE11	5252_33_PDE11A_PDE11.txt.gz
5250	IMPDH2	IMDH2	5250_53_IMPDH2_IMDH2.txt.gz
5249	STK17B	DRAK2	5249_31_STK17B_DRAK2.txt.gz
5248	PPIF	Cyclophilin_F	5248_68_PPIF_Cyclophilin_F.txt.gz
5246	PDE2A	cGMP_stimulated_PDE	5246_64_PDE2A_cGMP_stimulated_PDE.txt.gz
5242	MAP2K4	MP2K4	5242_37_MAP2K4_MP2K4.txt.gz
5238	PPIE	PPIE	5238_26_PPIE_PPIE.txt.gz
5236	NR1D1	NR1D1	5236_2_NR1D1_NR1D1.txt.gz
5231	PCSK9	PCSK9	5231_79_PCSK9_PCSK9.txt.gz
5230	HMGCR	HMGR	5230_99_HMGCR_HMGR.txt.gz
5229	IMPDH1	IMDH1	5229_90_IMPDH1_IMDH1.txt.gz
5228	KIF23	KIF23	5228_25_KIF23_KIF23.txt.gz
5227	PDK1	PDK1	5227_60_PDK1_PDK1.txt.gz
5224	CSNK2A1	CSK21	5224_20_CSNK2A1_CSK21.txt.gz
5223	GCKR	GCKR	5223_59_GCKR_GCKR.txt.gz
5204	PSME3	PSME3	5204_13_PSME3_PSME3.txt.gz
5202	PPID	PPID	5202_4_PPID_PPID.txt.gz
5201	PDE9A	PDE9A	5201_50_PDE9A_PDE9A.txt.gz
5196	NMT1	NMT1	5196_7_NMT1_NMT1.txt.gz
5178	PDE7A	PDE7A	5178_5_PDE7A_PDE7A.txt.gz
5139	UNC5C	UNC5H3	5139_32_UNC5C_UNC5H3.txt.gz
5138	TNFRSF12A	TWEAKR	5138_50_TNFRSF12A_TWEAKR.txt.gz
5134	HAVCR2	TIMD3	5134_52_HAVCR2_TIMD3.txt.gz
5133	TGFBR2	TGF_b_R_II	5133_17_TGFBR2_TGF_b_R_II.txt.gz
5132	IL27RA	TCCR	5132_71_IL27RA_TCCR.txt.gz
5131	TNFRSF19	TAJ	5131_15_TNFRSF19_TAJ.txt.gz
5129	SCARF1	SREC_I	5129_12_SCARF1_SREC_I.txt.gz
5128	SLAMF6	SLAF6	5128_53_SLAMF6_SLAF6.txt.gz
5124	ICAM5	sICAM_5	5124_69_ICAM5_sICAM_5.txt.gz
5121	SEMA6B	SEM6B	5121_3_SEMA6B_SEM6B.txt.gz
5117	ROBO3	ROBO3	5117_14_ROBO3_ROBO3.txt.gz
5116	ROBO2	ROBO2	5116_62_ROBO2_ROBO2.txt.gz
5114	PRLR	Prolactin_Receptor	5114_65_PRLR_Prolactin_Receptor.txt.gz
5112	CD200	OX2G	5112_73_CD200_OX2G.txt.gz
5111	NRXN3	NRX3B	5111_15_NRXN3_NRX3B.txt.gz
5110	NRXN1	NRX1B	5110_84_NRXN1_NRX1B.txt.gz
5109	NRCAM	Nr_CAM	5109_24_NRCAM_Nr_CAM.txt.gz
5108	NOTCH3	Notch_3	5108_72_NOTCH3_Notch_3.txt.gz
5107	NOTCH1	Notch_1	5107_7_NOTCH1_Notch_1.txt.gz
5106	NOTCH2	NOTC2	5106_52_NOTCH2_NOTC2.txt.gz
5105	RTN4R	Nogo_Receptor	5105_2_RTN4R_Nogo_Receptor.txt.gz
