id,trait,group_name,year,author,consortium,sex,population,unit,nsnp,sample_size,initial_build,category,pmid,sd,note,ncase,ncontrol
prot-5-1092,13496_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HMGCS1,,
prot-5-1093,13497_34,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,EIF3J,,
prot-5-1094,13498_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MIOX,,
prot-5-1095,13499_30,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,F8,,
prot-5-1096,13501_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLC35G2,,
prot-5-1097,13502_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLC26A11,,
prot-5-1098,13503_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ARL6IP5,,
prot-5-1099,13506_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DUS2,,
prot-5-1100,13507_51,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TRADD,,
prot-5-1101,13509_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SCAMP5,,
prot-5-1102,13510_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ATP2A3,,
prot-5-1103,13511_29,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SATB1,,
prot-5-1104,13512_28,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HNRNPR,,
prot-5-1105,13513_174,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PIAS3,,
prot-5-1106,13514_121,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RAB35,,
prot-5-1107,13515_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RPRD1A,,
prot-5-1108,13516_46,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,EMC4,,
prot-5-1109,13517_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PTCHD3,,
prot-5-1110,13518_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ASAP2,,
prot-5-1111,13519_112,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ARHGEF25,,
prot-5-1112,13522_20,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,VSNL1,,
prot-5-1113,13524_25,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HS6ST2,,
prot-5-1114,13525_17,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,KCNG4,,
prot-5-1115,13526_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SSB,,
prot-5-1116,13529_39,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NAP1L2,,
prot-5-1117,13530_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,UTS2R,,
prot-5-1118,13532_25,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CNEP1R1,,
prot-5-1119,13534_20,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MYOM2,,
prot-5-1120,13535_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,COL4A3BP,,
prot-5-1121,13536_56,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,POLI,,
prot-5-1122,13539_131,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,KCNN1,,
prot-5-1123,13540_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GPR26,,
prot-5-1124,13541_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MYCT1,,
prot-5-1125,13544_9,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HMHA1,,
prot-5-1126,13545_97,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,EIF1AD,,
prot-5-1127,13547_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HTR7,,
prot-5-1128,13548_53,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PPAPDC1A,,
prot-5-1129,13549_15,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ADAM29,,
prot-5-1130,13552_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SWAP70,,
prot-5-1131,13553_4,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DCUN1D3,,
prot-5-1132,13554_78,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,REPIN1,,
prot-5-1133,13556_28,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HTR2A,,
prot-5-1134,13557_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PVRL3,,
prot-5-1135,13561_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HTR6,,
prot-5-1136,13563_259,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ACBD7,,
prot-5-1137,13565_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RBL2,,
prot-5-1138,13566_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SSU72,,
prot-5-1139,13567_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DPYSL2,,
prot-5-1140,13568_30,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PSMD4,,
prot-5-1141,13570_43,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HDLBP,,
prot-5-1142,13572_43,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PSMD11,,
prot-5-1143,13573_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ARPC3,,
prot-5-1144,13574_50,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RND1,,
prot-5-1145,13575_40,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DVL2,,
prot-5-1146,13577_25,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,U2AF2,,
prot-5-1147,13578_98,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ABLIM3,,
prot-5-1148,13580_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,UAP1,,
prot-5-1149,13583_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,APAF1,,
prot-5-1150,13587_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RACGAP1,,
prot-5-1151,13588_11,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ANXA9,,
prot-5-1152,13589_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,APBB3,,
prot-5-1153,13590_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,REXO2,,
prot-5-1154,13591_31,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PRIM1,,
prot-5-1155,13594_158,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GGA1,,
prot-5-1156,13595_20,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,THTPA,,
prot-5-1157,13596_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RAB27B,,
prot-5-1158,13597_20,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RAB31,,
prot-5-1159,13599_15,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RABEPK,,
prot-5-1160,13602_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NHP2L1,,
prot-5-1161,13603_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RFESD,,
prot-5-1162,13604_27,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NEURL1,,
prot-5-1163,13605_16,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ANXA10,,
prot-5-1164,13609_11,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GTF2I,,
prot-5-1165,13610_9,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MAGEA10,,
prot-5-1166,13612_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CYTIP,,
prot-5-1167,13613_23,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,AK5,,
prot-5-1168,13614_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CREBBP,,
prot-5-1169,13615_60,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NCK2,,
prot-5-1170,13618_15,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MAD1L1,,
prot-5-1171,13620_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ASNA1,,
prot-5-1172,13621_31,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,AP2A2,,
prot-5-1173,13622_16,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PPP2R5A,,
prot-5-1174,13623_4,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MLL2,,
prot-5-1175,13624_17,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NADK,,
prot-5-1176,13625_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SSB,,
prot-5-1177,13628_58,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GRB14,,
prot-5-1178,13629_25,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ATG4B,,
prot-5-1179,13631_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RBBP5,,
prot-5-1180,13632_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ZYX,,
prot-5-1181,13634_209,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PIR,,
prot-5-1182,13636_20,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NAP1L1,,
prot-5-1183,13639_101,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,USO1,,
prot-5-1184,13642_90,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IFIT3,,
prot-5-1185,13644_30,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HGS,,
prot-5-1186,13645_14,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DHX38,,
prot-5-1187,13650_11,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,KCNIP1,,
prot-5-1188,13651_54,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ZFP91,,
prot-5-1189,13652_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,TOM1L1,,
prot-5-1190,13653_335,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MACROD1,,
prot-5-1191,13654_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ROCK2,,
prot-5-1192,13655_34,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NCL,,
prot-5-1193,13657_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PNKP,,
prot-5-1194,13658_31,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PDGFC,,
prot-5-1195,13659_36,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ATP13A1,,
prot-5-1196,13665_35,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PPP2R3A,,
prot-5-1197,13666_222,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CA10,,
prot-5-1198,13669_6,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FGFR3,,
prot-5-1199,13671_40,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ELANE,,
prot-5-1200,13672_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HSPA6,,
prot-5-1201,13673_21,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CCT7,,
prot-5-1202,13676_46,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,INHBB,,
prot-5-1203,13680_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NAB2,,
prot-5-1204,13681_173,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CSNK2A2,,
prot-5-1205,13682_47,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CSF1R,,
prot-5-1206,13683_18,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CLCNKB,,
prot-5-1207,13686_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IL5RA,,
prot-5-1208,13688_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CAPSL,,
prot-5-1209,13689_2,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ODC1,,
prot-5-1210,13691_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SLC5A8,,
prot-5-1211,13692_154,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,WISP1,,
prot-5-1212,13694_24,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CRLF2,,
prot-5-1213,13697_51,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GPD1,,
prot-5-1214,13698_28,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,KIAA0319L,,
prot-5-1215,13700_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ANXA2,,
prot-5-1216,13704_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,HMGCS2,,
prot-5-1217,13711_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CLTC,,
prot-5-1218,13713_164,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SEC22A,,
prot-5-1219,13717_15,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FCN2,,
prot-5-1220,13719_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PAK4,,
prot-5-1221,13720_95,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PRTN3,,
prot-5-1222,13724_27,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FGF19,,
prot-5-1223,13726_4,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CD80,,
prot-5-1224,13727_44,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SPOP,,
prot-5-1225,13728_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ERP29,,
prot-5-1226,13729_26,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SFXN5,,
prot-5-1227,13733_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IL12B,,
prot-5-1228,13735_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RAP1GAP,,
prot-5-1229,13738_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,INHBA,,
prot-5-1230,13740_51,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FRZB,,
prot-5-1231,13743_56,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CUL4B,,
prot-5-1232,13744_37,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IL3RA,,
prot-5-1233,13745_10,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PKD2,,
prot-5-1234,13748_4,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CCL8,,
prot-5-1235,13926_1,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RMI1,,
prot-5-1236,13929_27,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CROT,,
prot-5-1237,13930_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,APOBEC3G,,
prot-5-1238,13931_22,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PSMD9,,
prot-5-1239,13932_45,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,ARHGEF7,,
prot-5-1240,13933_276,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NAB1,,
prot-5-1241,13934_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,MCF2L,,
prot-5-1242,13936_24,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,PGK2,,
prot-5-1243,13937_75,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,CAND1,,
prot-5-1244,13939_14,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,UGP2,,
prot-5-1245,13940_19,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,IFI16,,
prot-5-1246,13941_82,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,FARS2,,
prot-5-1247,13942_140,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SPSB1,,
prot-5-1248,13943_38,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DPY30,,
prot-5-1249,13944_3,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,SULT1A3,,
prot-5-1250,13946_8,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DDX23,,
prot-5-1251,13947_371,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,NUDT12,,
prot-5-1252,13948_50,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GABBR2,,
prot-5-1253,13950_9,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,COL4A3BP,,
prot-5-1254,13954_9,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,GNPNAT1,,
prot-5-1255,13955_33,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,DAPK1,,
prot-5-1256,13958_5,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,RBM46,,
prot-5-1257,13959_7,Public,2021,"Ferkingstad, Egil",deCODE,Males and Females,European,SD,3e+07,>30000,HG19/GRCh37,protein,34857953,1,LAP3,,
